state;City;share_white;share_black;share_native_american;share_asian;share_hispanic;Median_Income;percent_completed_hs;poverty_rate
TX;Wickett town;79.1;2.4;0.6;0.2;30.7;52083;84.2;9.1
OK;Wickliffe ;57.3;0;30.7;0;0;NA;100;0
KY;Wickliffe ;91.1;3.9;0.3;0;2.9;33403;76.7;19.3
OH;Wickliffe ;92.8;4.5;0.1;0.8;1.2;48476;90.9;7.3
PA;Wiconsico ;97.3;0.4;0.1;0.5;2.5;37125;81.4;16.2
AZ;Wide Ruins;3.4;0;96;0;0.6;NA;40.7;100
AR;Widener town;35.9;61.5;0;0;5.1;26406;78.4;8.9
AR;Wiederkehr Village;97.4;0;0;0;0;58750;100;0
MS;Wiggins ;64.4;33.4;0.4;0.4;0.9;41094;77.4;22.5
CO;Wiggins town;90.6;0.1;0.8;0.1;28.2;48000;80.8;15.7
OH;Wightmans Grove;100;0;0;0;2.8;NA;NA;NA
AZ;Wikieup ;90.2;0.8;0;0;12;22500;57.4;16.7
NE;Wilber ;90.5;1.8;0.6;1.8;10.8;50938;87.4;12.6
OH;Wilberforce ;12.9;82.3;0.2;0.1;1.8;104821;92.8;4.8
MA;Wilbraham ;95;1.8;0;1.8;2.4;99550;90.5;4.8
MO;Wilbur Park;96.2;0.2;0;1.9;0.4;64643;91.2;6.9
WA;Wilbur town;93.4;0.3;2.7;0.5;2.3;35433;92.3;12.8
OK;Wilburton ;72.6;1.5;17;0.4;4.6;34545;76;21.4
PA;Wilburton Number;99.5;0;0;0.5;0;46250;83.2;8.4
PA;Wilburton Number;100;0;0;0;0;41250;88.7;10.1
PA;Wilcox ;98.2;0.3;0.3;0.3;1;44297;93.6;14
NE;Wilcox village;97.8;0.3;0.3;0;1.4;47500;90.6;7.2
TX;Wild Peach;84.5;8.7;0.5;0.4;14.5;50981;90.9;11.3
WI;Wild Rose;95.9;0;0.7;0.6;4.8;35469;86;11.3
VT;Wilder ;93.3;0.4;0.2;2.7;1.1;59179;97.2;2.7
ID;Wilder ;44.6;0.2;1.8;0.4;75.9;34034;57;30.5
KY;Wilder ;94.5;2.1;0.1;1.5;1.3;57334;92.6;16.9
MN;Wilder ;100;0;0;0;0;58125;82.9;11.1
WA;Wilderness Rim;94.5;0.6;0.6;0.8;3.3;96750;93.2;0
CA;Wildomar ;69.5;3.3;1.2;4.5;35.3;62489;84.1;15
ND;Wildrose ;96.4;0;2.7;0;4.5;84500;86.4;11.5
TN;Wildwood ;96.7;0.3;0.1;0.5;2.3;56250;90.9;10.3
TX;Wildwood ;97.7;0.2;0.4;0.6;2.5;59583;96.2;9.6
FL;Wildwood ;74.7;21;0.4;1.1;5.6;40039;89.6;20.9
KY;Wildwood ;97.3;0.4;0.4;1.5;1.5;67083;96.7;1.1
MO;Wildwood ;92.2;1.7;0.2;4;2.3;121026;98.2;4.6
NJ;Wildwood ;68;11.2;0.7;0.8;31.2;27067;79.7;29.1
NJ;Wildwood Crest;93.2;1.7;0.2;1;5.6;65547;95;4.4
TN;Wildwood Lake;96.3;0.9;0.3;0;2.6;31310;69.2;19.6
WV;Wiley Ford;99;0.4;0.2;0.1;0.3;23578;82.9;25.3
CO;Wiley town;83;0.7;0;0.5;25.2;40583;89.5;12
AZ;Wilhoit ;94.2;0.2;0.7;0.2;9.3;34167;80.1;24
CA;Wilkerson ;93.1;0;2.3;0.9;9.4;76250;96.7;0.5
PA;Wilkes-Barre ;79.2;10.9;0.3;1.4;11.3;30945;83.2;28.9
NC;Wilkesboro town;81.5;8.9;0.2;3;7.3;33450;75.9;30.5
WA;Wilkeson town;96.2;0.6;0.4;0;3.4;58906;90.5;10.3
OH;Wilkesville village;99.3;0.7;0;0;2.7;43125;89.3;13.7
PA;Wilkinsburg borough;28.3;66.6;0.4;1;1.8;32324;90.8;24.1
SC;Wilkinson Heights;3;92.5;0.1;0.2;4.1;28144;85.1;17.5
IN;Wilkinson town;99.3;0;0;0;2;55250;90;13.9
GA;Willacoochee ;44.4;36.2;1.1;0.2;23.1;26518;62.9;44.2
OR;Willamina ;82.1;0.3;8.8;0.1;6;40577;85.1;22.8
WA;Willapa ;95.7;0;2.9;0;2.9;48750;87.6;8.2
KS;Willard ;92.4;0;2.2;0;6.5;45000;89.8;7.1
MO;Willard ;96.4;0.9;0.6;0.1;1.8;45305;90.7;10.4
OH;Willard ;90;1.8;0.2;0.2;18.9;40648;78.8;25.1
UT;Willard ;95.4;0.1;0.3;0.8;3.9;67857;94.8;2.7
NM;Willard village;70;1.2;0.4;0.8;81.8;20625;76.3;33.5
MD;Willards town;87.7;8.8;0.5;0.7;3.5;48750;81.4;5.6
AZ;Willcox ;67.6;1.1;1.3;0.7;50.1;42045;84.8;18
MN;Willernie ;90.1;1;1.2;0.4;4.3;51563;95;12.9
IA;Willey ;94.3;0;0;0;0;69375;91.7;0
WI;Williams Bay;94.3;0.6;0.3;0.8;6.5;68191;93.7;6.3
IN;Williams ;96.9;0;0.3;0.7;0.3;43139;94.2;27
OR;Williams ;93.9;0.5;1.8;0.7;3.2;34181;95.2;21.9
AZ;Williams ;76.3;1.7;1.8;1;35.6;40200;88.6;28.1
CA;Williams ;54.4;1.2;1.1;1.8;76;52484;55;15.7
IA;Williams ;98.8;0.3;0;0;0;52000;94.9;7
MN;Williams ;95.3;1;0.5;2.6;0.5;41607;89.3;6.6
IN;Williams Creek;96.1;1;0;1.5;2.5;174375;99.2;6.8
SC;Williams town;59;31.6;0;0;6;60000;89.1;5.3
PA;Williamsburg borough;98.4;0.6;0.1;0.2;1;40667;89.5;21.6
FL;Williamsburg ;82.6;4;0.2;6.4;17.2;50070;90.6;11.7
IA;Williamsburg ;98.3;0.2;0;0.3;1.5;54367;91.9;12.2
KS;Williamsburg ;96.2;0.3;1.5;0;3;40694;83.3;8.8
KY;Williamsburg ;93.8;2.9;0.1;0.8;1.7;29795;81.6;17.5
VA;Williamsburg ;74;14;0.3;5.7;6.7;48639;91.7;22.4
CO;Williamsburg town;93.1;0;0.8;0.2;10;47417;91.6;9.7
NM;Williamsburg village;92.4;0;2.2;0;23.8;22000;91.7;39.1
OH;Williamsburg village;98;0.5;0.2;0.1;0.5;46094;82;24.8
OH;Williamsdale ;97.2;0.2;0.7;0;1.5;44375;72.3;24.3
IL;Williamsfield village;98.3;0.3;0.2;0.3;0.5;50625;86.7;10.9
AZ;Williamson ;96.3;0.2;0.8;0.5;4;67804;94.5;8.2
NY;Williamson ;89.1;5;0.1;0.5;4.8;47269;92.7;10
GA;Williamson ;84.1;9.9;0;0.6;0.9;42750;77.1;10.4
IA;Williamson ;96.1;0.7;0;0;4.6;40000;86.7;35.2
WV;Williamson ;87.3;9.4;0.2;0.8;0.8;33872;79.2;37.9
IL;Williamson village;97.8;0.4;0;0.9;0;35000;89.4;17
PA;Williamsport ;80.8;13.5;0.2;0.7;2.6;35826;86.1;27.3
IN;Williamsport town;98.3;0.3;0.1;0.5;1;41250;81.9;13.1
MD;Williamsport town;95.6;2.5;0.1;0.3;1.1;40950;81.1;18.5
OH;Williamsport village;97.7;0.3;0.2;0;0.3;49063;81;23.2
MI;Williamston ;94.4;0.9;0.5;1.1;3.1;51510;91.6;13.5
NC;Williamston town;34.6;62.4;0.2;0.5;2.1;31313;85.1;20.7
SC;Williamston town;83.4;13.2;0.1;0.1;2.8;40958;87.6;10.8
PA;Williamstown borough;96.9;1.5;0.1;0.8;0.5;47313;87.1;9
MA;Williamstown ;83.1;4.4;0.1;7.5;5.3;73667;93;10.4
NJ;Williamstown ;80.4;13.1;0.2;2;5.3;69132;88.6;8.7
VT;Williamstown ;98.3;0.3;0;0.3;2.1;57569;88.4;12.1
KY;Williamstown ;95.7;1.8;0.3;0.2;2.8;45568;80.5;21.7
WV;Williamstown ;97.7;0.2;0.5;0.3;0.7;49890;93.8;9
MO;Williamsville ;98.2;0.3;0.3;0;0.9;30313;69.5;33.1
IL;Williamsville village;98.6;0.2;0.2;0.2;0.7;84342;97.8;3.7
NY;Williamsville village;91.6;2.2;0.1;4.2;1.7;59149;97.1;7.5
AR;Williford town;86.7;0;4;0;0;NA;82.4;16.3
CT;Willimantic ;66;7.5;0.6;1.9;39.8;34444;74.9;28.2
SC;Willington ;14.1;85.9;0;0;0;NA;90.1;51.6
KS;Willis ;92.1;0;2.6;0;0;50625;100;0
TX;Willis ;56.7;18.2;0.9;0.4;38;36640;65.7;14.4
KY;Willisburg ;97.9;1.1;0;0;2.5;44286;87.3;11.1
MD;Williston ;100;0;0;0;0;81250;100;0
OH;Williston ;95.9;1.6;0.2;0;3.7;54525;82.8;19.2
FL;Williston ;69.1;23.4;0.1;1.6;11.3;33114;81.5;25.5
ND;Williston ;92.6;0.3;3.3;0.3;2.2;90171;90.7;11
TN;Williston ;63.3;34.9;0.3;1;1.3;47708;84;18.9
FL;Williston Highlands;92.5;4;0.4;0;6.8;47365;89.7;9
NY;Williston Park;84.2;0.9;0.1;11.8;6.1;101105;92.6;3.9
SC;Williston town;43.3;54;0.8;0.2;1.1;24630;80.7;33.9
AR;Willisville town;82.9;14.5;0;0;2.6;38750;90.4;15.3
IL;Willisville village;98.1;0.5;0;0.2;0.5;26250;81.5;28.9
CA;Willits ;79;0.7;4.4;1.4;20.6;30678;84.3;30.7
MN;Willmar ;86.9;4.8;0.5;0.6;20.9;42250;83.5;18.2
OH;Willoughby ;93.6;3.1;0.1;1.5;1.3;51708;92.8;7.9
OH;Willoughby Hills;77.6;16.1;0;4.3;1.3;57168;93.2;7.8
AZ;Willow Canyon;100;0;0;0;0;NA;NA;NA
AK;Willow ;90.8;0;5.2;0.8;1.3;61970;89.5;13.4
ND;Willow ;95.1;0.6;2.5;0;0.6;48333;90.6;10.1
AK;Willow Creek;81.7;2.1;9.9;1;4.7;NA;100;0
CA;Willow Creek;80.4;0.4;9.8;0.8;6.3;32778;95.2;39.2
MT;Willow Creek;94.8;0.5;0.5;1.9;0.5;38036;87.6;10.2
PA;Willow Grove;83.3;8.2;0.2;4.9;3.5;68726;94.1;7.5
IL;Willow Hill;96.5;0.9;1.7;0.9;0;30865;81.3;16.7
NE;Willow Island;100;0;0;0;11.5;NA;100;0
SD;Willow Lake;92;0;0;0;8;31250;85.7;26.9
FL;Willow Oak;70.4;7.1;0.4;0.5;37.1;36616;81.2;23.2
TX;Willow Park;95.6;0.8;0.7;0.7;5.1;86912;96.3;2.5
MN;Willow River;95.7;0.2;1.4;0;2.2;43333;87.3;11.1
MO;Willow Springs;96.1;0.1;0.4;0.7;2.1;28616;83.3;29.3
IL;Willow Springs;91.9;1;0;2.6;8.5;77770;95.6;6.5
PA;Willow Street;96.5;0.9;0.1;0.9;2.5;59107;94.7;5.2
OK;Willow town;84.6;0;1.3;0;15.4;33750;91.8;9.4
AZ;Willow Valley;87.6;0.1;4.6;0.6;10.4;33591;85.4;14.7
CA;Willowbrook ;22.9;34.4;0.8;0.3;63.9;36481;49.4;29.4
IL;Willowbrook ;54.9;39.7;0.5;0.6;5.6;64650;92;7.8
KS;Willowbrook ;100;0;0;0;1.1;120000;93.9;0
IL;Willowbrook village;78.7;4.7;0.1;13.5;5.7;66163;96.4;3.8
OH;Willowick ;95;2.5;0.1;0.8;1.3;51352;92.4;8.2
CA;Willows ;69.8;1.3;2.2;5.1;32.8;39274;77.9;18.7
TX;Wills Point;81;11.8;0.7;0.3;12.2;36797;77.7;22.2
NY;Willsboro ;98.1;0;0.1;0;0;40298;91;14.3
OH;Willshire village;97.7;1;0.5;0;0.8;45000;83.6;6
AR;Wilmar ;26.2;71.2;0;0;2.2;34500;87.3;30.9
TX;Wilmer ;48.4;21.8;0.9;0.2;50.9;33472;59.6;41.6
PA;Wilmerding borough;75.2;18;0.5;0.3;2.3;23971;86.5;32.3
IL;Wilmette village;85.5;0.8;0.1;10.8;3.3;132110;98.4;2.8
MA;Wilmington ;93.5;0.8;0.1;3.7;1.8;100862;95.4;3
NY;Wilmington ;98.3;0.2;0.1;0.6;1.1;66150;91.5;8.6
VT;Wilmington ;98.1;0.2;0.2;0.2;1.5;41394;97.4;4.1
DE;Wilmington ;32.6;58;0.4;1;12.4;40465;83.2;24.5
IL;Wilmington ;96.1;0.8;0.3;0.3;4.2;56007;91.7;14.6
NC;Wilmington ;73.5;19.9;0.5;1.2;6.1;42128;90.3;23.4
OH;Wilmington ;88.3;6.1;0.2;0.8;2.6;32242;84;22.9
GA;Wilmington Island;91.1;3.8;0.2;2.6;3.1;68534;96.9;5.2
DE;Wilmington Manor;68.6;15.5;0.5;1.1;19.7;52695;84.2;11.1
IL;Wilmington village;100;0;0;0;0;35625;76.5;18.8
MN;Wilmont ;95.9;2.1;0.3;0.6;1.2;45000;87.3;10.2
PA;Wilmore borough;100;0;0;0;0;45833;96.9;8.1
KS;Wilmore ;100;0;0;0;0;40625;100;7.7
KY;Wilmore ;91;2.3;0.2;4.8;1.7;38679;91.2;28.8
WI;Wilmot ;97.7;0.2;2;0;1.8;NA;94.8;0
AR;Wilmot ;20.9;76.7;0.2;0;2.7;22188;84;28.2
SD;Wilmot ;89.4;0;7.9;0;1.4;45833;79.6;9.9
OH;Wilmot village;98;0.3;0;0.3;0.3;38000;87.8;15.6
KS;Wilroads Gardens;67.3;1.6;2.1;0.2;62.4;56696;53;15.7
MT;Wilsall ;99.4;0;0.6;0;1.1;43750;92.7;3
KS;Wilsey ;89.5;2.6;1.3;0;7.2;37500;89.3;20.7
NC;Wilson's Mills;57;30.7;0.7;0.4;18.7;44167;74.8;22.7
MD;Wilson-Conococheague ;94.5;2.5;0.1;0.7;2.4;56829;79;3.7
PA;Wilson borough;84.1;6.5;0.2;2.1;10.6;45267;90.3;11.3
WY;Wilson ;97.5;0.2;0.3;0.8;1.8;94792;100;2.9
AR;Wilson ;75.3;21.7;0.3;0.7;1;48000;81.8;22.1
KS;Wilson ;94.9;0.4;0.1;0.3;3.5;39583;89.9;15.8
NC;Wilson ;42.9;47.9;0.3;1.2;9.4;38497;80.1;25.9
OK;Wilson ;86.8;0.2;7;0.2;3.1;41875;84.2;17.9
TX;Wilson ;72;0.6;2.2;0;57.3;36354;57.3;31.9
MO;Wilson ;2.6;97.4;0;0;0;10972;42.9;74.5
WA;Wilson Creek;91.2;0;1.5;1;8.3;42083;86.2;14.6
LA;Wilson village;19.8;78.8;0;0;0.2;36731;73.7;19.7
NY;Wilson village;97;0.6;0.9;0.1;1.7;52115;95.8;10.3
OH;Wilson village;96;0;0;0;2.4;46667;86.2;8.7
WI;Wilson village;97.8;0;0.5;0;0.5;72903;98.5;0.8
CA;Wilsonia ;100;0;0;0;0;NA;NA;NA
OR;Wilsonville ;85.3;1.5;1;3.8;12.1;60672;95.3;10
AL;Wilsonville town;89.6;7.2;0.4;0.1;2.6;43456;88;20.3
IL;Wilsonville village;98.3;0.2;0.2;0.3;0.9;28810;81.3;24.4
NE;Wilsonville village;96.8;0;1.1;1.1;2.2;48125;87.8;12.8
CA;Wilton ;78.9;3.2;0.8;5.4;12.7;94129;94;11.2
ME;Wilton ;95.6;0.8;0.6;0.9;1.2;38969;94.1;19.5
NH;Wilton ;96.4;0.6;0.2;1.1;2.2;50565;90.8;5.4
CT;Wilton Center;83.5;3.7;0.1;10.1;3.6;73250;98.6;0
AR;Wilton ;63.1;34.8;0;0;1.6;29792;74.3;29.4
IA;Wilton ;97.5;0.3;0;0.1;2.6;51726;94.7;8.9
MN;Wilton ;91.7;0;1.5;1.5;1;66250;87.6;10.9
ND;Wilton ;96.3;0;2.1;0.1;1.3;64028;92.3;12.1
FL;Wilton Manors;80.8;12.4;0.3;2.2;12.9;52996;92.1;11.6
AL;Wilton town;71.5;22.7;0;0.1;4.7;39750;84.6;12
WI;Wilton village;93.8;0.4;0;1;7.3;51591;93.5;25.4
FL;Wimauma ;68.5;6.2;1;0.9;73.4;25717;48.7;35.7
TX;Wimberley ;93.5;0.5;1.5;0.3;11.2;59167;91.4;19.8
ND;Wimbledon ;97.2;0;0;0;0.5;52500;96.4;3.6
OR;Wimer ;95.4;0;1.6;0;4.3;34792;98.1;16.5
IN;Winamac town;97.2;0.5;0.3;0.4;2.3;38514;85.8;21.7
MA;Winchendon ;91.1;2;0.2;3.2;4.8;38564;84.8;19.9
OR;Winchester Bay;93.7;0;0.3;0.5;7.9;56198;91.2;5.9
CA;Winchester ;62.2;1.5;0.7;1.8;48.7;58103;73.6;14.1
MA;Winchester ;87.1;1;0.1;9.3;1.9;143017;97.3;3.4
NV;Winchester ;56;8.6;1.1;7;44.6;36986;76.5;24.8
NH;Winchester ;96.2;0.5;0.4;0.2;1.8;52935;85.6;18.5
WI;Winchester ;99.4;0;0;0;0.7;67500;96.4;6.3
ID;Winchester ;92.1;1.2;3.2;0.3;2.1;33333;87.2;18.7
IL;Winchester ;98.7;0.1;0.3;0.1;0.7;41250;91.1;12.9
IN;Winchester ;96.1;0.5;0.5;0.5;2.6;32273;81.4;20.5
KS;Winchester ;98.4;0;1.3;0;0.9;42813;85;20.7
KY;Winchester ;87.7;8.2;0.2;0.4;3.3;36538;80.9;20.1
MO;Winchester ;92.6;1.2;0.5;1.4;4.4;53472;90.8;2.8
TN;Winchester ;83.3;11.2;0.4;1.3;3.5;39500;82.2;19.9
VA;Winchester ;74.5;10.9;0.4;2.3;15.4;45363;84.2;16
AR;Winchester town;26.9;68.9;0.6;1.2;0;15750;71.2;64
OK;Winchester town;81.8;1.2;7.2;0;5;41332;84.8;11.7
OH;Winchester village;98.4;0.2;0.5;0;1;26042;83.4;41.8
PA;Wind Gap;95.7;1;0.1;0.6;3.2;38628;89.4;9.6
WI;Wind Lake;96.9;0.3;0.4;0.5;2.5;84237;94.9;6.5
WI;Wind Point;95.7;0.8;0.1;2.3;2.3;92589;98.6;4.3
PA;Wind Ridge;99.5;0;0;0;0;50714;89.5;4.9
PA;Windber borough;98.6;0.3;0.2;0.1;1.4;33986;89.8;19.1
TX;Windcrest ;75.6;12.5;0.3;4.2;24.2;75310;94.3;3.1
GA;Winder ;71.8;18.2;0.2;2;9.8;42611;78;19.8
FL;Windermere town;94.2;1.4;0;3;5.1;117283;99.6;3.9
IN;Windfall ;97.2;0.3;0.3;0.3;5.4;38365;77.8;19.1
NY;Windham ;92.4;0.3;0;1.6;7.9;39135;93;22.4
OH;Windham village;91.2;4.5;0.2;0.2;1.3;37569;82.1;33.6
NM;Windmill ;86;0;2.3;0;41.9;NA;100;33.3
KS;Windom ;91.5;0.8;0;0.8;6.2;39375;84.6;5.7
MN;Windom ;92.1;1.4;0.3;1.2;8;39549;89.4;26.4
TX;Windom town;93;4;1.5;0;4.5;NA;90;34.5
AZ;Window Rock;2.5;0;94.4;0.7;1.8;42202;81.5;29.2
PA;Windsor borough;96.1;1.1;0.1;0.4;3.6;38828;82.1;22.3
FL;Windsor ;97.7;0;0.8;0.4;2.3;221484;100;0
VT;Windsor ;95.5;0.5;0.5;0.5;1.8;35766;89.7;21.6
WI;Windsor ;93.8;1.7;0.2;2;2.3;65714;95.6;5
IL;Windsor ;98.1;0.3;0;0.4;0.8;38403;93.7;22.1
MO;Windsor ;96.8;0.1;1.1;0.2;2;37541;88.2;13.7
IA;Windsor Heights;91.1;3.5;0.1;2.4;3.7;57627;96.4;15.6
WV;Windsor Heights;99.5;0.5;0;0;0;41607;88.1;13.3
CT;Windsor Locks;85.8;4.8;0.1;5.3;4.6;68944;90.7;5.7
MO;Windsor Place;92.2;1.3;0;2.3;1.9;62000;96.8;4.8
CA;Windsor town;73.9;0.8;2.2;3;31.8;85291;86.8;4.1
CO;Windsor town;93.6;0.5;0.5;1.2;9;80512;96.9;5.9
NC;Windsor town;32.8;62.6;0.7;2;1.1;29063;70.2;27.8
SC;Windsor town;82.6;8.3;0;0.8;14;50250;77.4;4.2
VA;Windsor town;74;22.2;0.4;0.6;2.7;49091;82;11
IL;Windsor village;97.7;0;0;1.5;2;54583;90.4;10.2
NY;Windsor village;96.7;0.5;0.3;0.5;1.2;60536;94.6;8.2
TX;Windthorst town;83.1;0;0;0;26.2;52857;81;10.6
KY;Windy Hills;94.3;2.8;0.1;1.5;0.9;83750;97.6;3
MT;Wineglass ;97.7;0;0.8;0;3.5;46250;100;16.3
OH;Winesburg ;100;0;0;0;0;67679;74.9;0
NC;Winfall town;57.2;40.1;0.3;0.8;2;38295;80.7;31.4
PA;Winfield ;97.8;0.3;0.1;0.8;1;65000;86.8;4.2
AL;Winfield ;92.9;4.5;0.3;0.3;2;40654;86.8;13.3
IA;Winfield ;96.8;1.1;0.2;0.5;1.4;41875;89.6;10.3
KS;Winfield ;85.7;3.9;1.3;3.9;6.1;41577;89.8;17.4
MO;Winfield ;97;0.4;0;0.3;1.3;48750;83.5;23.9
TX;Winfield ;75.2;0.2;1.3;0;53.8;34125;66;34.1
IN;Winfield town;88.5;3.7;0.4;3.5;8.9;82193;93.8;2.2
TN;Winfield town;97.8;0.2;0.4;0.1;0.2;23466;69.9;33.2
WV;Winfield town;95.2;1.2;0.3;0.7;1.1;56300;95.5;14.9
IL;Winfield village;91.6;1.5;0.1;3.4;5.4;91409;96;4.5
SD;Winfred ;98.1;0;0;0;1.9;53333;65.3;0
ND;Wing ;94.1;0;2.6;0;0.7;44750;79.2;7.9
IN;Wingate town;100;0;0;0;0;42917;88.8;14.4
NC;Wingate town;60.6;28.8;0.4;0.9;12.4;36875;85.3;26.2
MN;Winger ;96.4;0;2.3;0.5;0;37000;82.5;8.4
KY;Wingo ;89.1;7.1;0.2;0.2;1.3;39219;86.9;12.2
MT;Winifred town;94.7;1;3.4;0;1;46875;91.1;25.3
MO;Winigan ;95.5;0;4.5;0;0;45357;100;0
TX;Wink ;85.2;0.7;0.6;0;27;68882;88.3;14.6
AZ;Winkelman town;60.6;0.6;3.7;0.6;82.4;41250;84.5;11.6
WA;Winlock ;84.7;0.7;1.6;0.6;13.1;41563;85.3;22.8
MN;Winnebago ;95.5;0.1;0.6;0.1;7.5;42083;88.4;15.1
IL;Winnebago village;96.7;1;0.2;0.4;1.8;70417;96;5.8
NE;Winnebago village;4.4;0.1;90.6;0;4;31250;83;36.2
WI;Winneconne village;97.5;0.2;0.4;0.3;1.3;58413;95.5;5.6
NV;Winnemucca ;78.3;0.6;2.1;0.9;27.4;71250;85.1;6.5
SD;Winner ;82.1;0.2;14;0.3;1.4;34331;83.7;28.6
IL;Winnetka village;94.8;0.3;0.1;3.3;2.2;211773;99.1;1.8
NE;Winnetoon village;95.6;0;4.4;0;0;86000;100;3.3
MT;Winnett town;100;0;0;0;1.1;30000;98.6;6.8
LA;Winnfield ;45.8;50.6;0.6;0.4;2.6;25296;81.2;38.5
TX;Winnie ;81.3;3.3;0.8;0.4;23;43601;70.8;13.7
LA;Winnsboro ;31.3;66.6;0.1;0.4;1.2;19409;65;52.3
TX;Winnsboro ;88.8;5.3;0.5;0.3;8;28511;82.3;25.8
SC;Winnsboro Mills;34;57.9;0.4;0.9;6.6;22500;54.9;39
SC;Winnsboro town;36.9;60.6;0.2;0.3;2;29558;82;23.8
KS;Winona ;96.9;0;0;0.6;3.1;58000;93.2;5.4
MN;Winona ;93;1.9;0.3;2.9;1.7;41053;91.2;20.1
MS;Winona ;45.8;52.8;0.2;0.6;0.5;26304;65.6;38.9
MO;Winona ;96.9;0.1;0.8;0.1;1.5;19953;73;33.9
IN;Winona Lake;92.2;1.5;0.1;1;7.4;51818;91.4;11
TX;Winona town;80.2;11.6;1.4;0.2;9.7;39653;83.1;14.3
VT;Winooski ;82.6;6.9;0.3;6.2;2.2;45974;85;26.1
NE;Winside village;96.5;0.5;0.5;0.7;1.2;52813;95.9;9.5
ME;Winslow ;96;0.4;0.6;0.6;1.1;43014;93.8;15.8
AZ;Winslow ;53.4;5.7;25.7;1;32.8;34211;79.6;30.1
AR;Winslow ;95.9;0.3;0.5;0.5;2;37917;79.4;20.5
IN;Winslow town;97.8;0.1;0.6;0.1;2.1;39375;81.6;26.4
IL;Winslow village;96.4;0;0.9;0.3;3.8;40750;95.4;13.1
NE;Winslow village;99;0;1;0;1;37188;100;0
AZ;Winslow West;43.2;1.1;43.8;0;17.4;23393;56.5;48.1
CT;Winsted ;91.6;2.2;0.3;1.3;6.5;48741;85.1;15.1
MN;Winsted ;97.5;0.5;0.3;0.1;1.8;55500;91.6;7.8
NC;Winston-Salem ;51.2;34.7;0.4;2;14.7;39882;85.1;24.8
MT;Winston ;91.2;0;6.8;0;0;NA;NA;NA
NM;Winston ;90.2;0;8.2;0;32.8;NA;55;0
OR;Winston ;92.5;0.3;1.6;0.9;4.5;32610;89.3;29.3
MO;Winston village;97.3;1.2;0.4;0;0.8;40938;82.8;23
MS;Winstonville town;0.5;99.5;0;0;0;19306;74;43.5
FL;Winter Beach;88.5;6.3;0.3;1.9;8.9;60795;88.4;19.7
FL;Winter Garden;68.8;16;0.4;5.1;22;60352;89.4;10.1
CA;Winter Gardens;81.6;2;1.1;1.7;20.8;58277;89.9;12.8
ME;Winter Harbor;96.7;0.5;0;0.5;2.1;37188;85.7;19.8
FL;Winter Haven;64.7;27.7;0.3;2;11;37300;84.7;18.4
FL;Winter Park;86.9;7.6;0.2;2.3;7;59405;94.8;12.4
CO;Winter Park;93.8;0.4;0.3;1.7;5.9;62875;100;4.7
FL;Winter Springs;86.6;5.5;0.3;2.6;15;61739;94.8;10.1
WI;Winter village;91.7;1.3;1.3;0.3;5.1;31111;88.3;24
VA;Wintergreen ;92.7;5.5;0;1.8;0;NA;49.8;15.4
CA;Winterhaven ;62.2;1;9.4;0.3;66.2;NA;36.8;45.6
ME;Winterport ;96.5;0.7;0.7;0.8;0.7;52500;95.6;5.1
CA;Winters ;70;0.6;0.8;1;52.4;66959;78.3;5.3
TX;Winters ;75.6;2.8;0.4;0;44.4;36076;66.4;23.6
AZ;Wintersburg ;82.4;2.2;1.5;0;26.5;68702;100;0
IA;Winterset ;98.1;0.2;0.2;0.4;2;41289;91.8;11.3
PA;Winterstown borough;98.9;0;0;0.3;0.8;53214;85.4;5.4
OH;Wintersville village;91.4;6.4;0.1;0.8;0.9;48698;95.1;13.6
GA;Winterville ;73.4;21.8;0.3;0.4;5.3;55833;93.7;14
NC;Winterville town;62.8;31.6;0.3;2.1;3.3;59135;94.6;11.5
ME;Winthrop ;97.5;0.6;0.1;0.3;1.2;45278;98.8;4.1
NY;Winthrop ;94.7;0;1.8;0.4;1.8;48750;89.4;12.7
AR;Winthrop ;91.7;2.1;1.6;0;1.6;51250;76.8;27.5
IA;Winthrop ;98.7;0;0.1;0.2;0.4;54779;95.4;9.9
MN;Winthrop ;93.4;0.5;0.7;0.5;7.4;48828;84.1;19
IL;Winthrop Harbor;90.9;1.4;0.4;2.3;7.6;77837;89.8;7.2
WA;Winthrop town;97.5;0.5;0;0.3;4.3;40938;94;17
MA;Winthrop Town;91.8;2;0.2;1.2;6.1;61919;94.8;8.6
CA;Winton ;53.7;1.6;1.3;6.6;71.3;41118;51.8;24.4
MN;Winton ;98.8;0;0;0;0;33750;75.3;20
NC;Winton town;25.9;70.1;2.3;0;1.2;23684;74.7;38.3
IA;Wiota ;99.1;0;0;0;0;39167;91.7;8.7
ME;Wiscasset ;97.3;0.4;0.4;1;0.9;30571;97.9;14.6
FL;Wiscon ;95.9;1.1;0.7;0.1;3.5;27396;67.8;11.1
WI;Wisconsin Dells;91.5;0.7;1.8;0.8;7.4;44688;88.1;16.7
WI;Wisconsin Rapids;92.2;0.7;1;3.7;2.9;36680;92.8;15.5
MT;Wisdom ;100;0;0;0;3.1;46250;92.3;8
VA;Wise town;96.1;1;0.1;0.9;1.3;50145;85;14
AK;Wiseman ;92.9;0;0;0;0;NA;100;0
ND;Wishek ;98.3;0;0.9;0.1;3.1;47978;73.4;11.5
WA;Wishram ;88.9;1.2;6.1;0;8.5;41250;88.7;31.4
