Geographic;City;percent_completed_hs
IN;Denver town;90.2
MO;Denver village;100
NY;Depauville CDP;97.5
OK;Depew town;77.5
NY;Depew village;93.1
OR;Depoe Bay city;95.1
TX;Deport city;84.4
NY;Deposit village;88.8
IN;Deputy CDP;100
LA;DeQuincy city;74.7
CA;Derby Acres CDP;74.3
CO;Derby CDP;58.5
OH;Derby CDP;81.3
VT;Derby Center village;78.5
CT;Derby city;85
IA;Derby city;84.6
KS;Derby city;96.2
VT;Derby Line village;93
LA;DeRidder city;85
NY;Dering Harbor village;100
MS;Derma town;62.6
AR;Dermott city;73.2
PA;Derry borough;93.3
NH;Derry CDP;94.4
NY;DeRuyter village;92.2
MD;Derwood CDP;87.6
LA;Des Allemands CDP;75.6
AR;Des Arc city;79
MO;Des Arc village;66.7
ND;Des Lacs city;96
IA;Des Moines city;87.3
WA;Des Moines city;85.3
NM;Des Moines village;88.1
MO;Des Peres city;98.2
IL;Des Plaines city;87.9
PA;DeSales University CDP;100
CA;Descanso CDP;91.5
OR;Deschutes River Woods CDP;91.9
UT;Deseret CDP;88
WA;Desert Aire CDP;59.7
CA;Desert Center CDP;83.2
CA;Desert Edge CDP;79.6
AZ;Desert Hills CDP;76.3
CA;Desert Hot Springs city;67.7
CA;Desert Palms CDP;98.4
CA;Desert Shores CDP;38.8
CA;Desert View Highlands CDP;81.4
NE;Deshler city;92.9
OH;Deshler village;89.8
MO;Desloge city;81.4
TX;DeSoto city;90.5
FL;Desoto Lakes CDP;95.7
WV;Despard CDP;83.2
FL;Destin city;96.4
LA;Destrehan CDP;94
MD;Detmold CDP;100
MI;Detroit Beach CDP;91.1
KS;Detroit CDP;67.5
MI;Detroit city;78.3
OR;Detroit city;100
MN;Detroit Lakes city;92.2
AL;Detroit town;64.8
TX;Detroit town;86.8
IL;Detroit village;91.4
MA;Devens CDP;91.3
TX;Devers city;66.4
LA;Deville CDP;74.6
ND;Devils Lake city;87.9
TX;Devine city;77.4
OK;Devol town;92.9
OH;Devola CDP;95.2
PA;Devon CDP;96.8
OK;Dewar town;85.7
PA;Dewart CDP;86.6
NE;Deweese village;100
DE;Dewey Beach town;91.6
OK;Dewey city;88.1
AZ;Dewey-Humboldt town;89
TX;Deweyville CDP;93.8
UT;Deweyville town;88.5
AR;DeWitt city;75.3
MI;DeWitt city;97.6
GA;Dewy Rose CDP;24.7
KY;Dexter CDP;81.4
ME;Dexter CDP;89.8
IA;Dexter city;95.2
KS;Dexter city;86.7
MN;Dexter city;90.2
MO;Dexter city;79.4
OH;Dexter City village;78.9
GA;Dexter town;83.3
NM;Dexter town;61.6
MI;Dexter village;95.7
NY;Dexter village;82.9
TX;D'Hanis CDP;81.2
CA;Diablo CDP;100
CA;Diablo Grande CDP;88.3
KY;Diablock CDP;78.6
IA;Diagonal city;84
CA;Diamond Bar city;92.1
NJ;Diamond Beach CDP;100
WI;Diamond Bluff CDP;95.5
AR;Diamond City city;75.8
AK;Diamond Ridge CDP;97
CA;Diamond Springs CDP;87.1
MO;Diamond town;82
IL;Diamond village;91.6
MS;Diamondhead city;97.2
IA;Diamondhead Lake CDP;83.7
WY;Diamondville town;96.8
WI;Diaperville CDP;92
AR;Diaz city;78.7
OK;Dibble town;76.5
MS;D'Iberville city;87.1
TX;Diboll city;69.9
IA;Dickens city;89
TX;Dickens city;80.4
FL;Dickerson City CDP;100
ND;Dickey city;88.9
WI;Dickeyville village;94.4
ND;Dickinson city;89.9
TX;Dickinson city;81.4
TN;Dickson city;84
PA;Dickson City borough;92.4
OK;Dickson town;82.9
PA;Dicksonville CDP;94.1
MO;Diehlstadt village;72.2
AR;Dierks city;75
IL;Dieterich village;88
ID;Dietrich city;85.8
MO;Diggins village;85
KS;Dighton city;95.1
IA;Dike city;96.9
AZ;Dilkon CDP;73.5
OK;Dill City town;79.4
OR;Dillard CDP;95.7
GA;Dillard city;81.9
NE;Diller village;96.6
TX;Dilley city;66.1
AK;Dillingham city;93.6
CA;Dillon Beach CDP;100
MT;Dillon city;92.5
SC;Dillon city;68.4
CO;Dillon town;98.4
OH;Dillonvale CDP;91.8
OH;Dillonvale village;92.8
IN;Dillsboro town;84
NC;Dillsboro town;96.5
PA;Dillsburg borough;91.7
VA;Dillwyn town;77.5
MN;Dilworth city;93.6
TX;Dimmitt city;71.8
SD;Dimock town;95.1
MI;Dimondale village;94.1
CO;Dinosaur town;78.3
CA;Dinuba city;58.6
AK;Diomede city;63.6
WA;Disautel CDP;48.1
CA;Discovery Bay CDP;96.3
HI;Discovery Harbour CDP;96.5
TX;DISH town;81.5
OK;Disney town;81.5
MD;District Heights city;89.5
IL;Divernon village;93.8
CO;Divide CDP;100
NY;Dix Hills CDP;95.1
IL;Dix village;88.9
NE;Dix village;83.6
ME;Dixfield CDP;96.8
WA;Dixie CDP;84.3
WV;Dixie CDP;100
LA;Dixie Inn village;87.7
IL;Dixmoor village;74.1
MT;Dixon CDP;89.6
NM;Dixon CDP;63.4
CA;Dixon city;78.1
IL;Dixon city;83.7
IA;Dixon city;96.4
KY;Dixon city;75.2
MO;Dixon city;76
CA;Dixon Lane-Meadow Creek CDP;86.6
WY;Dixon town;88.7
NE;Dixon village;89.8
FL;Dixonville CDP;87.9
MS;D'Lo town;84.9
NM;Do_a Ana CDP;76.9
CA;Dobbins CDP;90.9
NC;Dobbins Heights town;81.1
NY;Dobbs Ferry village;94.9
NC;Dobson town;74.2
GA;Dock Junction CDP;81
FL;Doctor Phillips CDP;94
TX;Dodd City town;84.7
MS;Doddsville town;85.9
OK;Dodge CDP;94.3
WI;Dodge CDP;89.9
MN;Dodge Center city;89.4
ND;Dodge city;69.6
KS;Dodge City city;65.8
AL;Dodge City town;81.7
NE;Dodge village;87.3
WI;Dodgeville city;93.3
TN;Dodson Branch CDP;81.8
MT;Dodson town;83.1
TX;Dodson town;41.9
LA;Dodson village;66.3
MO;Doe Run CDP;79.2
KY;Doe Valley CDP;95.5
GA;Doerun city;77.1
TX;Doffing CDP;42.3
CA;Dogtown CDP;85.5
OH;Dola CDP;83.3
AZ;Dolan Springs CDP;78.9
SD;Doland city;90.5
NY;Dolgeville village;87.2
MI;Dollar Bay CDP;96.2
CA;Dollar Point CDP;93.9
WA;Dollars Corner CDP;97
IA;Dolliver city;72.9
CO;Dolores town;90.1
SD;Dolton town;65
IL;Dolton village;86.8
TX;Domino town;93.8
IA;Donahue city;92.5
WA;Donald CDP;-
OR;Donald city;91.9
SC;Donalds town;76
PA;Donaldson CDP;91.9
MN;Donaldson city;84.2
AR;Donaldson town;86.6
LA;Donaldsonville city;77.6
GA;Donalsonville city;83.3
PA;Donegal borough;72.8
AZ;Doney Park CDP;83
IL;Dongola village;86.1
MO;Doniphan city;81.4
NE;Doniphan village;93.2
TX;Donna city;60.8
IA;Donnellson city;91.4
IL;Donnellson village;75
ID;Donnelly city;82.6
MN;Donnelly city;94.6
OH;Donnelsville village;92.1
ND;Donnybrook city;71
PA;Donora borough;90.3
AZ;Donovan Estates CDP;58.2
IL;Donovan village;90.8
GA;Dooling town;61.7
TX;Doolittle CDP;40.3
MO;Doolittle city;82.4
VA;Dooms CDP;78.3
IA;Doon city;88.3
AL;Dora city;82.3
NM;Dora village;86.8
FL;Doral city;95.1
MN;Doran city;100
GA;Doraville city;62.2
TX;Dorchester city;92.1
IL;Dorchester village;89.8
NE;Dorchester village;92
WI;Dorchester village;82.4
PA;Dormont borough;96.2
PA;Dorneyville CDP;96.6
KS;Dorrance city;99.2
CA;Dorrington CDP;91.7
CA;Dorris city;78.3
VT;Dorset CDP;100
NC;Dortches town;86.8
CA;Dos Palos city;63
CA;Dos Palos Y CDP;50.7
AK;Dot Lake CDP;-
AK;Dot Lake Village CDP;64.9
AL;Dothan city;86.2
CO;Dotsero CDP;46
OK;Dotyville CDP;100
TX;Double Oak town;96.9
NV;Double Spring CDP;98.8
AL;Double Springs town;74.5
IA;Douds CDP;100
IA;Dougherty city;90.2
OK;Dougherty town;83.8
AZ;Douglas city;70.9
GA;Douglas city;78
MI;Douglas city;89.6
ND;Douglas city;92.5
WY;Douglas city;91.2
CA;Douglas City CDP;94.1
AL;Douglas town;78.5
OK;Douglas town;83.3
NE;Douglas village;91.9
KS;Douglass city;89
KY;Douglass Hills city;93.2
PA;Douglassville CDP;95.2
TX;Douglassville town;78
GA;Douglasville city;88.7
WI;Dousman village;93.3
CO;Dove Creek town;87.1
CO;Dove Valley CDP;93.8
DE;Dover Base Housing CDP;96.8
NJ;Dover Beaches North CDP;96.6
NJ;Dover Beaches South CDP;90.7
PA;Dover borough;84.2
FL;Dover CDP;45.6
MA;Dover CDP;99.1
AR;Dover city;85.2
DE;Dover city;87.3
ID;Dover city;94.7
KY;Dover city;80.9
MN;Dover city;94.9
NH;Dover city;91.9
OH;Dover city;88.4
TN;Dover city;84.4
IN;Dover Hill CDP;73.6
NY;Dover Plains CDP;71.3
MO;Dover town;73.8
NJ;Dover town;71.2
NC;Dover town;77.6
OK;Dover town;78.9
IL;Dover village;94.5
ME;Dover-Foxcroft CDP;82.7
MN;Dovray city;74.6
IA;Dow City city;85.6
MI;Dowagiac city;86.2
IL;Dowell village;79.2
TN;Dowelltown town;85.1
MI;Dowling CDP;89.8
IL;Downers Grove village;96.4
CA;Downey city;76.1
ID;Downey city;88.7
CA;Downieville CDP;100
CO;Downieville-Lawson-Dumont CDP;89.8
MO;Downing city;86.8
WI;Downing village;93.2
PA;Downingtown borough;89.7
KS;Downs city;91.9
IL;Downs village;95.8
MD;Downsville CDP;80.6
NY;Downsville CDP;78.9
WI;Downsville CDP;100
LA;Downsville village;95.7
IA;Dows city;90.9
CA;Doyle CDP;92.2
TX;Doyle CDP;100
TN;Doyle town;80.9
PA;Doylestown borough;94.1
OH;Doylestown village;90.2
WI;Doylestown village;89.3
LA;Doyline village;80.6
AL;Dozier town;79.1
AZ;Dragoon CDP;83.3
OR;Drain city;90.7
ND;Drake city;73.9
VA;Drakes Branch town;76.2
KY;Drakesboro city;78.6
IA;Drakesville city;84.5
VA;Dranesville CDP;98.5
VA;Draper CDP;93.8
UT;Draper city;96.8
SD;Draper town;87.5
PA;Dravosburg borough;93.5
ND;Drayton city;86.1
KS;Dresden city;57.8
TN;Dresden town;79.7
NY;Dresden village;64.3
OH;Dresden village;90.4
IN;Dresser CDP;100
WI;Dresser village;90.1
MS;Drew city;69.3
OH;Drexel CDP;80.2
MO;Drexel city;88.7
AZ;Drexel Heights CDP;79.1
PA;Drexel Hill CDP;94.9
NC;Drexel town;82.9
PA;Driftwood borough;77.8
TX;Driftwood CDP;91.6
ID;Driggs city;85
AZ;Dripping Springs CDP;87.4
OK;Dripping Springs CDP;100
TX;Dripping Springs city;82
ND;Driscoll CDP;92
TX;Driscoll city;57
OK;Drowning Creek CDP;64.3
GA;Druid Hills CDP;98.1
KY;Druid Hills city;98.2
MD;Drum Point CDP;94.4
WI;Drummond CDP;77.6
ID;Drummond city;100
MT;Drummond town;83.1
OK;Drummond town;67.9
OK;Drumright city;84.9
AK;Dry Creek CDP;100
OK;Dry Creek CDP;86
LA;Dry Prong village;83.9
OH;Dry Ridge CDP;94.1
KY;Dry Ridge city;83.1
OH;Dry Run CDP;97.9
PA;Dry Tavern CDP;94.9
NV;Dry Valley CDP;100
VA;Dryden CDP;89.2
MI;Dryden village;93.5
NY;Dryden village;91.9
AZ;Drysdale CDP;16.4
CA;Drytown CDP;35.8
PA;Dryville CDP;100
IL;Du Bois village;92.7
NE;Du Bois village;86.8
GA;Du Pont town;66.2
IL;Du Quoin city;86.6
NY;Duane Lake CDP;100
NY;Duanesburg CDP;100
CA;Duarte city;82.2
LA;Dubach town;83.2
LA;Dubberly village;78
PA;Dublin borough;90.1
CA;Dublin city;92
GA;Dublin city;83.7
OH;Dublin city;98.6
TX;Dublin city;75.3
IN;Dublin town;84.5
NC;Dublin town;75.1
VA;Dublin town;82.2
IN;Dubois CDP;81.5
ID;Dubois city;66.7
PA;DuBois city;91.5
WY;Dubois town;95.7
PA;Duboistown borough;88.7
IA;Dubuque city;91.3
UT;Duchesne city;83.1
OK;Duchess Landing CDP;100
MS;Duck Hill town;68.3
FL;Duck Key CDP;93.6
NC;Duck town;94.4
TN;Ducktown city;66.4
CA;Ducor CDP;46.6
PA;Dudley borough;87.8
GA;Dudley city;85.8
MO;Dudley city;76.4
AZ;Dudleyville CDP;94.9
SC;Due West town;88
MO;Duenweg city;83.2
VA;Duffield town;76.5
OR;Dufur city;95
IN;Dugger town;90.6
UT;Dugway CDP;92.1
LA;Dulac CDP;57.7
NM;Dulce CDP;87
VA;Dulles Town Center CDP;93.5
WA;Duluth CDP;90.4
GA;Duluth city;91.5
MN;Duluth city;93.1
AR;Dumas city;76.3
TX;Dumas city;67.6
MS;Dumas town;79.6
VA;Dumbarton CDP;84.7
VA;Dumfries town;75.3
NJ;Dumont borough;92.5
IA;Dumont city;87.6
MN;Dumont city;84.2
PA;Dunbar borough;82
WI;Dunbar CDP;95.3
WV;Dunbar city;91.2
NE;Dunbar village;79.7
IA;Duncan CDP;55.8
OK;Duncan city;84.7
OH;Duncan Falls CDP;95.3
AZ;Duncan town;72.2
MS;Duncan town;49.8
SC;Duncan town;90.7
NE;Duncan village;90.3
PA;Duncannon borough;85.8
PA;Duncansville borough;91.6
TX;Duncanville city;83.3
IA;Duncombe city;88
MD;Dundalk CDP;79.7
NC;Dundarrach CDP;100
MN;Dundas city;94.3
OH;Dundee CDP;68.2
IA;Dundee city;92.5
MN;Dundee city;84.6
OR;Dundee city;89.7
FL;Dundee town;80.3
MI;Dundee village;89.8
NY;Dundee village;86
IN;Dune Acres town;97.5
SC;Dunean CDP;73.9
FL;Dunedin city;91
NJ;Dunellen borough;88.3
OR;Dunes City city;94.6
IL;Dunfermline village;84.3
VA;Dungannon town;68.7
IA;Dunkerton city;92.7
MD;Dunkirk CDP;95.7
IN;Dunkirk city;75.2
NY;Dunkirk city;85.8
OH;Dunkirk village;90.2
IN;Dunlap CDP;86.2
OH;Dunlap CDP;92.9
IA;Dunlap city;85.5
KS;Dunlap city;90
TN;Dunlap city;75.2
IL;Dunlap village;97.5
PA;Dunlevy borough;91.1
PA;Dunlo CDP;84.2
KY;Dunmor CDP;63.2
PA;Dunmore borough;93.9
ND;Dunn Center city;83.1
NC;Dunn city;79.5
VA;Dunn Loring CDP;94.8
AL;Dunnavant CDP;76
MN;Dunnell city;83.7
FL;Dunnellon city;88.8
CA;Dunnigan CDP;75.8
NE;Dunning village;100
PA;Dunnstown CDP;90.5
IN;Dunreith town;89
ND;Dunseith city;77.2
CA;Dunsmuir city;88.3
GA;Dunwoody city;93.5
IL;Dupo village;92
PA;Dupont borough;90.2
WA;DuPont city;98.2
IN;Dupont town;90.5
OH;Dupont village;84.2
SD;Dupree city;84.3
MT;Dupuyer CDP;77.6
PA;Duquesne city;88.5
MO;Duquesne village;86.5
NM;Duran CDP;100
MI;Durand city;82.9
WI;Durand city;91.5
IL;Durand village;92.3
CO;Durango city;95.9
IA;Durango city;84.6
IA;Durant city;93.2
MS;Durant city;73
OK;Durant city;81.8
WV;Durbin town;80
CA;Durham CDP;97.5
CT;Durham CDP;95.6
NH;Durham CDP;99.6
KS;Durham city;79.3
NC;Durham city;87.1
OR;Durham city;95.7
NY;Durhamville CDP;87
PA;Duryea borough;93.4
PA;Dushore borough;91.8
LA;Duson town;62.7
CA;Dustin Acres CDP;76.7
OK;Dustin town;83.5
CA;Dutch Flat CDP;100
GA;Dutch Island CDP;97.6
UT;Dutch John CDP;100
MO;Dutchtown village;70.4
AL;Dutton town;90.6
MT;Dutton town;93.4
WA;Duvall city;96.8
MA;Duxbury CDP;99.1
KY;Dwale CDP;90
KS;Dwight city;84.2
ND;Dwight city;86.2
OK;Dwight Mission CDP;-
IL;Dwight village;90.7
NE;Dwight village;91.8
WI;Dyckesville CDP;97.7
KY;Dycusburg city;-
NV;Dyer CDP;86.4
AR;Dyer city;89.2
TN;Dyer city;83
IN;Dyer town;92.9
TN;Dyersburg city;83
IA;Dyersville city;88.9
AR;Dyess town;68.6
IA;Dysart city;93.1
TX;E. Lopez CDP;100
CO;Eads town;92.4
MN;Eagan city;96.4
AZ;Eagar town;89.2
IL;Eagarville village;87.7
MN;Eagle Bend city;90.1
SD;Eagle Butte city;86.3
AK;Eagle city;90.7
ID;Eagle city;96.1
OR;Eagle Crest CDP;91.1
GA;Eagle Grove CDP;-
IA;Eagle Grove city;83.9
MI;Eagle Harbor CDP;96
MD;Eagle Harbor town;75
ME;Eagle Lake CDP;77.6
PA;Eagle Lake CDP;-
WI;Eagle Lake CDP;92.5
FL;Eagle Lake city;82.9
MN;Eagle Lake city;95.3
TX;Eagle Lake city;75.4
UT;Eagle Mountain city;95.5
NM;Eagle Nest village;100
TX;Eagle Pass city;66.1
OR;Eagle Point city;92.7
MI;Eagle River CDP;93.5
WI;Eagle River city;91.7
MO;Eagle Rock CDP;100
CO;Eagle town;93
MI;Eagle village;91.1
NE;Eagle village;89.4
WI;Eagle village;97.4
AK;Eagle Village CDP;82.4
PA;Eagles Mere borough;100
TN;Eagleton Village CDP;81.5
OK;Eagletown CDP;85.1
PA;Eagleview CDP;98.6
CA;Eagleville CDP;73.4
PA;Eagleville CDP (Centre County);84.8
PA;Eagleville CDP (Montgomery County);88.1
TN;Eagleville city;88.6
MO;Eagleville town;84.8
MD;Eakles Mill CDP;-
OK;Eakly town;75.6
IN;Earl Park town;90.2
NC;Earl town;84.2
AR;Earle city;71.3
IA;Earlham city;98.5
CA;Earlimart CDP;35.2
IA;Earling city;86
KY;Earlington city;84.2
OK;Earlsboro town;81.8
PA;Earlston CDP;77.5
KS;Earlton city;75
IL;Earlville city;86.3
IA;Earlville city;89.7
NY;Earlville village;90.7
IA;Early city;96.8
TX;Early city;89.1
TX;Earth city;63.7
SC;Easley city;84.8
TX;East Alto Bonito CDP;34.7
IL;East Alton village;84.9
IA;East Amana CDP;66.7
NC;East Arcadia town;67.8
NY;East Atlantic Beach CDP;98
NY;East Aurora village;93.8
NY;East Avon CDP;83.7
PA;East Bangor borough;82.6
WV;East Bank town;83.9
VT;East Barre CDP;98.7
NC;East Bend town;84.8
PA;East Berlin borough;90.3
TX;East Bernard city;78.2
KY;East Bernstadt CDP;65.5
PA;East Berwick CDP;89.4
MN;East Bethel city;95.4
PA;East Brady borough;87.1
AL;East Brewton city;83.6
FL;East Bronson CDP;72.4
MA;East Brookfield CDP;92.6
CT;East Brooklyn CDP;86.2
IL;East Brooklyn village;98.3
VT;East Burke CDP;100
PA;East Butler borough;88.6
AR;East Camden town;88.8
OH;East Canton village;93.1
IL;East Cape Girardeau village;85.4
UT;East Carbon-Sunnyside city;84.1
IL;East Carondelet village;85.7
WA;East Cathlamet CDP;90.4
IN;East Chicago city;69.8
TN;East Cleveland CDP;72.3
OH;East Cleveland city;79.7
PA;East Conemaugh borough;86.8
WV;East Dailey CDP;91.6
MA;East Dennis CDP;96.3
MA;East Douglas CDP;96.1
GA;East Dublin city;79.4
IL;East Dubuque city;90.5
OK;East Duke town;90.3
IL;East Dundee village;93.2
ND;East Dunseith CDP;78
PA;East Earl CDP;79.1
GA;East Ellijay city;65.2
AR;East End CDP;85.6
IN;East Enterprise CDP;93.9
ND;East Fairview CDP;97
MA;East Falmouth CDP;89.1
NY;East Farmingdale CDP;87.9
NC;East Flat Rock CDP;74.1
CA;East Foothills CDP;91.6
AZ;East Fork CDP;40.8
NJ;East Franklin CDP;85.9
PA;East Freedom CDP;76.6
NJ;East Freehold CDP;96.4
OH;East Fultonham CDP;91.4
SC;East Gaffney CDP;67
IL;East Galesburg village;90.6
NY;East Garden City CDP;93.6
IN;East Germantown town;83.3
IL;East Gillespie village;92.2
MT;East Glacier Park Village CDP;95.5
NY;East Glenville CDP;96.4
AZ;East Globe CDP;73.7
MN;East Grand Forks city;92.7
MI;East Grand Rapids city;98
NY;East Greenbush CDP;97
PA;East Greenville borough;91.3
GA;East Griffin CDP;65.8
MN;East Gull Lake city;97.5
CT;East Hampton CDP;89.9
NY;East Hampton North CDP;86.2
NY;East Hampton village;96.5
CT;East Hartford CDP;84
MA;East Harwich CDP;91.9
CT;East Haven CDP;88.5
IL;East Hazel Crest village;87.8
MT;East Helena city;94.8
CA;East Hemet CDP;81.2
VA;East Highland Park CDP;87.9
NY;East Hills village;98.4
LA;East Hodge village;90.4
HI;East Honolulu CDP;96.7
ID;East Hope city;95.2
NY;East Islip CDP;94.2
NY;East Ithaca CDP;97.7
MI;East Jordan city;83.1
NY;East Kingston CDP;94.5
FL;East Lake CDP;95.8
FL;East Lake-Orient Park CDP;82.5
PA;East Lansdowne borough;91.1
MI;East Lansing city;96.7
NC;East Laurinburg town;74.4
VA;East Lexington CDP;81
OH;East Liberty CDP;95.3
OH;East Liverpool city;81.5
CA;East Los Angeles CDP;46.7
MO;East Lynne city;93.1
NY;East Marion CDP;93.1
NY;East Massapequa CDP;92.4
PA;East McKeesport borough;93.2
NY;East Meadow CDP;91.1
NH;East Merrimack CDP;95.2
VT;East Middlebury CDP;100
ME;East Millinocket CDP;90.6
NJ;East Millstone CDP;100
FL;East Milton CDP;72.3
MT;East Missoula CDP;92.9
IL;East Moline city;82.8
VT;East Montpelier CDP;100
NY;East Moriches CDP;95.6
TX;East Mountain city;83.9
NY;East Nassau village;97
MD;East New Market town;87.6
NJ;East Newark borough;79
GA;East Newnan CDP;60.9
CA;East Nicolaus CDP;84.8
NY;East Northport CDP;95.1
NY;East Norwich CDP;96.4
CA;East Oakdale CDP;97.6
NJ;East Orange city;85.4
CA;East Orosi CDP;37.2
FL;East Palatka CDP;84.7
OH;East Palestine village;86.8
CA;East Palo Alto city;65.8
CA;East Pasadena CDP;89.9
NY;East Patchogue CDP;86.5
NM;East Pecos CDP;100
IL;East Peoria city;92.1
MA;East Pepperell CDP;94.7
IA;East Peru city;79.2
PA;East Petersburg borough;94
PA;East Pittsburgh borough;89.6
CO;East Pleasant View CDP;85.8
AL;East Point CDP;91.4
GA;East Point city;84.7
WA;East Port Orchard CDP;91.6
CA;East Porterville CDP;45.5
MO;East Prairie city;63.8
PA;East Prospect borough;85.9
RI;East Providence city;82.3
CA;East Quincy CDP;92.2
NY;East Quogue CDP;96.6
CA;East Rancho Dominguez CDP;52.7
NY;East Randolph CDP;83.5
WA;East Renton Highlands CDP;92.8
CA;East Richmond Heights CDP;95.2
TN;East Ridge city;85.3
MD;East Riverdale CDP;59.1
PA;East Rochester borough;91
OH;East Rochester CDP;90.2
NY;East Rochester village;91.5
NY;East Rockaway village;96.2
NC;East Rockingham CDP;73.5
NJ;East Rocky Hill CDP;100
NJ;East Rutherford borough;92.9
PA;East Salem CDP;91.8
CA;East San Gabriel CDP;87.4
MA;East Sandwich CDP;99.5
CA;East Shore CDP;56.5
NY;East Shoreham CDP;95.4
PA;East Side borough;89.3
CA;East Sonora CDP;89.9
OH;East Sparta village;87.6
NC;East Spencer town;76.7
OH;East Springfield CDP;100
IL;East St. Louis city;81.1
PA;East Stroudsburg borough;85.1
SC;East Sumter CDP;74.3
NY;East Syracuse village;87
TX;East Tawakoni city;79.6
MI;East Tawas city;91.6
WY;East Thermopolis town;88.5
WI;East Troy village;92.3
CA;East Tulare Villa CDP;68.7
PA;East Uniontown CDP;88.1
NV;East Valley CDP;89.9
PA;East Vandergrift borough;92.8
AZ;East Verde Estates CDP;95
PA;East Washington borough;98.3
PA;East Waterford CDP;79
WA;East Wenatchee city;81.4
CA;East Whittier CDP;87.7
FL;East Williston CDP;76
NY;East Williston village;99
PA;East York CDP;87.4
KS;Eastborough city;97.7
NY;Eastchester CDP;93.7
MA;Easthampton Town city;94.6
OH;Eastlake city;89.4
MI;Eastlake village;89.9
TX;Eastland city;81.6
PA;Eastlawn Gardens CDP;96.9
GA;Eastman city;83.8
WI;Eastman village;90.5
WA;Eastmont CDP;93
CA;Easton CDP;73.1
WA;Easton CDP;91.4
KS;Easton city;77.7
MN;Easton city;98.1
MO;Easton city;80
PA;Easton city;81.3
TX;Easton city;73.5
MD;Easton town;86.6
IL;Easton village;84.7
NC;Eastover town;83.6
SC;Eastover town;59.4
FL;Eastpoint CDP;74.4
MI;Eastpointe city;86.9
MI;Eastport CDP;100
NY;Eastport CDP;94.2
ME;Eastport city;90.8
PA;Eastvale borough;82.9
CA;Eastvale city;87.7
TN;Eastview town;85.7
VA;Eastville town;92.4
LA;Eastwood CDP;91.5
MI;Eastwood CDP;90
OH;Eaton city;87
OH;Eaton Estates CDP;80.5
MI;Eaton Rapids city;90.9
CO;Eaton town;91.4
IN;Eaton town;89.2
NY;Eatons Neck CDP;99.3
GA;Eatonton city;76.3
NJ;Eatontown borough;91.4
FL;Eatonville town;75.2
WA;Eatonville town;93.3
PA;Eau Claire borough;78.8
WI;Eau Claire city;94.1
MI;Eau Claire village;81.8
PA;Ebensburg borough;91.3
VA;Ebony CDP;100
MN;Ebro CDP;82.5
FL;Ebro town;86.1
WV;Eccles CDP;100
NJ;Echelon CDP;90.3
UT;Echo CDP;100
MN;Echo city;96.5
OR;Echo city;89.2
MD;Eckhart Mines CDP;80.8
CO;Eckley town;86.2
AL;Eclectic town;84.2
PA;Economy borough;94.3
IN;Economy town;79.2
MI;Ecorse city;74.4
MS;Ecru town;86.1
TX;Ector city;80.5
TX;Edcouch city;47.7
PA;Eddington CDP;91.6
PA;Eddystone borough;87.1
IA;Eddyville city;95.5
KY;Eddyville city;82.4
IL;Eddyville village;67.4
NE;Eddyville village;74.7
MD;Eden CDP;60.7
NY;Eden CDP;95.2
UT;Eden CDP;95.7
WY;Eden CDP;97
ID;Eden city;86.8
NC;Eden city;79.2
TX;Eden city;54.2
LA;Eden Isle CDP;94.7
MN;Eden Prairie city;97.1
HI;Eden Roc CDP;78.5
SD;Eden town;84.6
MN;Eden Valley city;89
MS;Eden village;67.5
WI;Eden village;90.2
PA;Edenborn CDP;89.1
PA;Edenburg CDP;91.9
NC;Edenton town;79.1
MD;Edesville CDP;53.1
MT;Edgar CDP;82.6
NE;Edgar city;90
MO;Edgar Springs city;89.2
WI;Edgar village;91.7
LA;Edgard CDP;91.8
MA;Edgartown CDP;97.1
GA;Edge Hill city;100
TX;Edgecliff Village town;92
SC;Edgefield town;76.1
LA;Edgefield village;76.9
ND;Edgeley city;85.7
MD;Edgemere CDP;84.7
MD;Edgemont CDP;92.1
SD;Edgemont city;88.5
MI;Edgemont Park CDP;96.8
DE;Edgemoor CDP;97.1
KS;Edgerton city;90.4
MN;Edgerton city;82.2
MO;Edgerton city;91.6
WI;Edgerton city;92.8
WY;Edgerton town;82.1
OH;Edgerton village;89
NJ;Edgewater borough;94.8
AL;Edgewater CDP;84.1
MD;Edgewater CDP;94.3
CO;Edgewater city;83.2
FL;Edgewater city;90.1
TX;Edgewater Estates CDP;19.6
PA;Edgewood borough;97.8
CA;Edgewood CDP;100
MD;Edgewood CDP;90.9
OH;Edgewood CDP;91.8
PA;Edgewood CDP;81.1
FL;Edgewood city;95
IA;Edgewood city;88
KY;Edgewood city;97
WA;Edgewood city;95.3
IN;Edgewood town;95.2
NM;Edgewood town;97.2
TX;Edgewood town;78.6
IL;Edgewood village;82.4
PA;Edgeworth borough;99.5
PA;Edie CDP;100
MN;Edina city;97.6
MO;Edina city;89.1
PA;Edinboro borough;95.4
MO;Edinburg CDP;86.7
ND;Edinburg city;92
TX;Edinburg city;77.7
VA;Edinburg town;81.5
IL;Edinburg village;88.6
IN;Edinburgh town;82.1
WA;Edison CDP;74.5
GA;Edison city;74.5
NE;Edison village;80.2
OH;Edison village;86.3
SC;Edisto Beach town;98.6
SC;Edisto CDP;77.4
NM;Edith Endave CDP;89.3
NY;Edmeston CDP;89.9
KS;Edmond city;100
OK;Edmond city;95.9
WA;Edmonds city;95.8
